id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
1688,2,1,3,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,34,22,0,0,0,0,0.00255102,0.1,0,1,0,0,0,0.033163265,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
1689,2,0,1,130,1,0,0,0,1,2,6,5,0,14,1,0,0,0,0,0,9,10,103,0,0,0,0.696969697,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,-1,-1,0,-1,-1,0
1690,2,0,1,69,0,0,0,0,0,0,1,0,0,22,1,0,0,0,1,0,17,10,34,0,0,0,0.058823529,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
1691,1,0,5,95,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,17,71,0,0,0,0,0.306122449,0.133333333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,1,0,1,0
1692,3,0,3,57,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,33,1,0,0,0,0.090909091,0.739130435,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,-1,1,0,1,1
1693,2,0,2,51,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,21,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
1694,3,1,6,123,2,0,0,0,0,4,0,0,0,8,1,1,0,0,0,0,21,95,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
1695,2,1,6,95,0,0,0,0,8,0,0,0,0,8,1,1,0,0,1,0,14,74,0,0,0,0,0.13559322,0.748201439,0,1,1,1,1,0.644067797,0,0,0,0,0,1,0,0,1,-1,-1,-1,0,-1,0
1696,4,0,3,93,0,0,0,0,3,0,3,3,0,9,1,0,1,0,0,0,12,22,51,0,0,0,0.375,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,0,0,1
1697,4,0,3,146,0,0,0,0,3,0,10,6,0,27,1,0,1,0,0,0,12,22,104,0,1,0,0.375,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,0,0,1
1698,3,1,5,85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,48,0,0,0,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,0,1
1699,1,0,2,101,14,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,14,80,0,0,0,0,0.159663866,0.987341772,1,1,1,0,0,0.092436975,0,0,0,0,1,0,0,0,1,-1,-1,1,-1,1,0
1700,2,0,3,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1701,2,1,3,125,12,0,0,0,2,0,0,0,0,17,1,1,0,0,0,0,23,95,0,0,0,0,0.1,0.571428571,0,0,0,0,0,0.033333333,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
1702,1,0,3,78,6,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,10,61,0,0,0,0,0.098159509,0.24137931,0,0,0,0,0,0.042944785,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
1703,2,1,2,82,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,52,0,0,0,0,0.452941177,0.808080808,0,1,0,0,0,0.158823529,0,0,1,0,1,1,0,0,1,-1,-1,1,0,0,0
1704,4,1,1,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,9,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,1,1
1705,1,0,2,62,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,42,0,0,0,0,0.036199095,0.272727273,0,1,0,0,0,0.022624434,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
1706,4,2,2,66,0,0,0,0,0,0,0,0,0,21,1,1,0,0,0,0,25,34,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-1,1,1,-1,1
1707,3,1,1,53,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,17,29,0,0,0,0,0.115384615,0.428571429,0,1,0,0,0,0.038461539,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
1708,2,1,4,73,0,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,18,48,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
1709,3,1,3,92,0,0,0,0,1,0,1,0,0,17,1,1,0,0,0,0,31,32,21,0,0,0,0.24,0.327586207,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
1710,4,1,2,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,17,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
1711,3,1,8,66,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,15,44,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
1712,2,1,2,41,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,18,0,0,0,0,0.076433121,0.291666667,0,1,0,0,0,0.031847134,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
1713,1,0,6,52,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,12,33,0,0,0,0,0.066666667,0.076923077,0,1,1,0,0,0.866666667,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
1714,2,1,3,68,0,0,0,0,0,0,0,0,0,24,1,1,0,0,0,0,10,51,0,0,0,0,0,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
1715,1,0,2,84,3,0,0,0,0,2,2,1,0,10,1,1,0,0,1,0,10,33,33,0,0,0,0.069306931,0.275862069,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,-1,1,-1,0,1,0
1716,2,0,3,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,25,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,-1,1,-1,-1,1
1717,1,0,4,41,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,21,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
1718,2,1,7,62,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,22,33,0,0,0,0,0,0.074074074,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1719,3,1,1,53,2,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,11,11,23,0,0,0,0.010266941,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
1720,3,1,7,85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
1721,3,1,7,62,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,16,39,0,0,0,0,0.090909091,0.1,0,0,0,0,0,0.045454546,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
1722,2,0,2,132,1,0,0,0,7,0,1,2,0,4,1,1,0,0,0,0,19,19,86,0,0,0,0,0.333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,1,1
1723,4,1,3,57,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,16,34,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
1724,4,0,4,97,2,0,0,0,0,0,0,0,0,18,1,0,1,0,0,0,13,45,31,0,2,0,0,0.035714286,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,-1,1,1,1,1,1
1725,3,1,2,52,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,29,16,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
1726,4,0,6,78,0,0,0,0,0,0,0,0,0,10,1,1,1,0,1,0,13,58,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,-1,1,1,1,1,1
1727,3,0,3,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,29,0,0,0,0,0.108108108,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,-1,1,1
1728,2,1,3,113,11,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,24,82,0,0,0,0,0.061488673,0.2,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,-1,1,0,0,1,0
1729,3,1,2,62,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,31,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,-1,0,1,-1,1
1730,3,0,5,90,1,0,0,0,1,0,0,0,0,22,1,1,0,0,1,0,14,69,0,0,0,0,0,0.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
1731,4,1,2,51,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,23,21,0,0,0,0,1,0.25,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,-1,1
1732,2,1,2,45,1,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,29,9,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,-1,1
1733,1,0,2,32,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,6,0,0,0,0,0.083333333,0.9,1,1,1,0,0,0.166666667,1,0,0,0,0,0,0,0,1,1,-1,1,0,1,1
1734,2,0,1,108,3,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,18,13,69,0,1,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
1735,2,0,4,71,6,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,14,50,0,0,0,0,0.257575758,0.803571429,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,-1,0,0,1,0
1736,1,0,3,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,16,0,0,0,0,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
1737,1,0,2,91,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,61,0,0,0,0,0.184,0.823529412,1,0,0,0,0,0.024,0,0,0,0,1,0,0,0,1,-1,-1,1,0,1,0
1738,2,1,6,63,0,0,0,0,0,0,0,0,0,24,1,1,0,0,0,0,16,40,0,0,0,0,0.021428571,0.192307692,0,1,1,0,0,0.007142857,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
1739,2,0,4,52,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,25,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,-1,1,-1,-1,1
1740,2,1,3,61,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,25,29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1741,5,1,2,59,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,31,21,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,1,1
1742,2,1,2,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,9,0,0,0,1,0.91416309,0.08,0,1,0,1,0,0.008583691,1,0,0,0,0,1,0,0,1,1,1,0,0,-1,1
1743,4,2,3,112,1,0,0,0,0,0,5,4,0,10,1,0,0,0,0,0,16,29,59,0,0,0,0,0.058823529,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0
1744,3,0,4,70,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,17,29,16,0,0,0,0,0.642857143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,1
1745,4,1,3,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1746,1,0,3,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,25,0,0,0,0,0.078431373,0.983050848,1,1,1,0,0,0.058823529,0,0,0,0,1,1,0,0,1,0,-1,1,-1,1,0
1747,2,0,4,50,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,25,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
1748,4,0,5,81,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,22,52,0,0,0,0,0.8,0.105263158,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
1749,3,1,5,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,44,0,0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,-1,1,1
1750,2,1,3,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1751,3,1,2,43,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13,23,0,0,0,0,0.75,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
1752,3,1,2,54,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,20,16,10,0,0,0,0.085365854,0.301775148,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1753,1,0,3,56,0,0,0,0,0,0,1,0,0,5,1,1,0,0,0,0,11,13,24,0,0,0,0,0.153846154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1754,4,0,3,59,0,0,0,0,1,0,2,2,0,14,1,0,1,0,0,0,12,22,17,0,0,0,0.375,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
1755,2,1,3,68,0,0,0,0,0,0,0,0,0,22,1,1,0,0,1,0,19,42,0,0,0,0,0.909090909,0.304347826,1,1,0,0,0,0.090909091,0,0,0,0,0,1,0,0,1,0,1,1,0,-1,1
1756,3,0,1,53,2,0,0,0,0,0,2,1,0,16,1,1,0,0,0,0,12,20,13,0,0,0,0.010204082,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1757,1,0,5,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,30,0,0,0,0,0.5,0,0,1,0,0,0,0.5,0,0,0,0,0,1,0,0,1,1,1,1,1,-1,1
1758,4,0,3,142,0,0,0,0,2,0,3,2,0,45,1,0,1,0,0,0,12,22,100,0,1,0,0.375,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,0,0,1
1759,2,0,5,99,1,0,0,0,0,0,4,0,0,1,1,1,0,0,0,0,19,41,31,0,1,0,0.846153846,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,-1,-1,1,-1,-1,1
1760,5,1,5,85,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,26,52,0,0,0,0,0.8,0.105263158,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
1761,4,1,6,73,1,1,0,0,0,0,0,0,0,3,1,1,0,0,1,0,23,43,0,0,0,0,0.857142857,1,1,1,0,0,0,0.142857143,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1,1
1762,1,0,2,83,11,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,13,63,0,0,0,0,0.083003953,0.175925926,0,0,0,0,0,0.027667984,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
1763,4,1,2,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,15,0,0,0,0,0,0.074074074,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1764,2,0,6,63,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,12,44,0,0,0,0,0.066666667,0.076923077,0,1,1,0,0,0.866666667,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
1765,1,0,4,114,12,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,8,99,0,0,0,0,0.282296651,0.984375,1,0,0,0,0,0.004784689,0,0,0,1,0,1,0,0,1,-1,-1,1,-1,1,0
1766,1,0,2,73,8,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,14,52,0,0,0,0,0.391812866,0.818181818,1,1,1,0,0,0.070175439,0,0,0,0,1,1,0,0,1,0,0,1,-1,0,0
1767,2,1,6,64,0,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,12,45,0,0,0,0,0.084337349,0.651162791,1,1,0,0,0,0.120481928,0,0,0,0,1,0,0,0,1,0,0,1,-1,1,0
1768,1,0,5,116,11,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,16,93,0,0,0,0,0.299363057,0.492063492,0,1,0,1,0,0.012738854,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0
1769,3,1,4,48,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,16,25,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
1770,2,0,4,73,1,0,0,0,0,0,0,0,0,24,1,1,0,0,0,0,13,53,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1,1
1771,2,0,4,69,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,27,35,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
1772,3,1,2,76,6,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,15,54,0,0,0,0,0.016427105,0.081818182,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,-1,1,0,0,1,0
1773,2,0,1,30,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,11,0,0,0,0,0.285714286,0.462962963,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0
1774,3,0,4,64,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,20,37,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
1775,3,1,3,73,0,0,0,0,0,0,2,1,0,8,1,0,0,0,1,0,18,23,24,0,0,0,0.069892473,0.048780488,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
1776,1,0,5,78,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,0,20,51,0,0,0,0,0.202380952,1,0,1,0,0,0,0.011904762,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,1
1777,3,1,5,67,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1778,1,0,5,73,6,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,10,56,0,0,0,0,0.152380952,0.982758621,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,1,-1,1,0
1779,1,0,2,41,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,18,0,0,0,0,0,0,0,1,0,0,0,0.002083333,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1780,3,0,5,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,34,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
1781,2,0,1,44,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,10,27,0,0,0,0,0,0.210526316,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
1782,4,1,5,191,2,0,0,0,7,0,3,2,0,26,1,1,0,0,1,0,18,69,96,0,0,0,0,0.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
1783,2,0,5,88,1,0,0,0,0,0,0,0,0,21,1,1,0,0,0,0,23,58,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,1,1,-1,1
1784,3,1,1,75,0,0,0,0,0,0,5,4,0,14,1,0,0,0,0,0,24,8,35,0,0,0,0,0.025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
1785,3,2,4,109,5,4,0,0,0,0,0,0,0,24,1,1,0,1,1,0,57,45,0,0,0,0,0.055555556,0.090909091,0,1,1,0,0,0.944444444,0,0,1,0,0,1,0,0,0,-1,1,1,1,-1,1
1786,2,1,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,0,0,0,0,0.061588331,1,0,1,0,0,0,0.040518639,0,0,0,0,0,0,0,0,1,1,-1,1,-1,1,0
1787,2,1,2,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,6,0,0,0,0,0.165217391,0.228571429,0,1,1,0,0,0.008695652,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0
1788,3,1,2,65,0,0,0,0,0,0,2,1,0,13,1,0,0,0,0,0,14,20,23,0,0,0,0,0.125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1789,3,1,2,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,8,0,0,0,0,0.002079002,0.9,0,1,0,0,0,0.003118503,0,0,0,0,0,1,0,0,1,1,-1,1,0,1,0
1790,4,0,3,109,1,0,0,0,4,0,3,2,0,8,1,1,0,0,1,0,14,23,64,0,0,0,0.154228856,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-1,-1,1,0,1,0
1791,3,1,4,65,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,25,33,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
1792,3,1,7,93,1,0,0,0,0,0,0,0,0,23,1,1,0,0,1,0,22,64,0,0,0,0,0,0.125,0,1,1,0,0,0.923076923,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
1793,2,1,3,68,1,1,0,0,0,0,0,0,0,16,1,1,0,0,1,0,21,40,0,0,0,0,0.055555556,0.090909091,0,1,1,0,0,0.944444444,0,0,1,0,0,1,0,0,1,0,1,1,1,-1,1
1794,7,6,2,115,1,1,0,0,0,0,3,0,0,13,1,1,0,1,0,0,68,5,34,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,1,1,1,1,1
1795,8,0,9,155,3,0,0,0,1,0,0,0,0,4,1,1,0,0,1,0,19,129,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
1796,1,0,3,55,3,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,6,42,0,0,0,0,0.27480916,0.952380952,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,-1,0,-1,1,0
1797,3,0,2,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,15,0,0,0,0,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
1798,2,1,2,48,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,23,11,6,0,0,0,0.131147541,0.24,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0
1799,3,1,5,96,0,0,0,0,7,0,0,0,0,14,1,1,0,0,1,0,10,79,0,0,0,0,0.070754717,0.15,0,1,1,0,0,0.080188679,0,0,0,0,1,1,0,0,1,-1,1,1,0,1,0
1800,2,1,5,92,1,0,0,0,0,0,0,0,0,22,1,1,0,0,0,0,29,56,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,-1,-1,1,1,-1,1
1801,5,1,5,66,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1802,2,1,4,64,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,19,38,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1803,3,2,5,121,5,4,0,0,0,0,0,0,0,20,1,1,0,1,1,0,66,48,0,0,0,0,0.055555556,0.090909091,0,1,1,0,0,0.944444444,0,0,1,0,0,1,0,0,0,-1,1,1,1,-1,1
1804,2,1,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0,0,0.07400722,0.973684211,1,1,0,0,0,0.034296029,0,0,0,0,0,0,0,0,1,1,-1,1,-1,1,0
1805,2,0,2,72,2,0,0,0,4,0,0,0,0,4,1,0,0,0,0,0,17,17,30,0,0,0,0.044444444,0.1875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
1806,1,0,3,75,7,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,7,61,0,0,0,0,0.191919192,0.392857143,0,1,0,0,0,0.060606061,0,0,0,0,0,1,0,0,1,0,-1,1,0,1,0
1807,2,0,1,56,1,0,0,0,0,0,2,1,0,8,1,0,0,0,0,0,13,13,22,0,0,0,0.008474576,0.119047619,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
1808,3,1,3,42,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,14,21,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,-1,1
1809,1,0,3,58,1,1,0,0,0,0,0,0,0,18,1,1,0,0,0,0,13,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1810,1,0,3,47,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27,13,0,0,0,0,0.083700441,0.365853659,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,-1,1,0,1,0
1811,4,1,7,98,1,0,0,0,1,0,0,0,0,5,1,1,0,0,0,0,21,70,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
1812,1,0,2,72,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,49,0,0,0,0,0,0.117647059,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
1813,1,0,4,49,2,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,13,29,0,0,0,0,0.1,0.192307692,0,1,1,0,0,0.016666667,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
