id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT
8500,3,1,2,69,0,0,0,0,0,0,2,1,0,7,1,0,0,0,0,0,20,18,23,0,0,0,0.007633588,0.02631579,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
8501,1,0,4,73,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,47,0,0,0,0,0.038904899,0.008595989,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1
8502,2,1,3,52,1,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,18,27,0,0,0,0,0.044444444,0.148148148,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
8503,4,1,3,54,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,25,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1
8504,3,0,6,66,1,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,17,42,0,0,0,0,0.075471698,0.036363636,0,1,0,1,0,0.056603774,0,0,0,0,0,0,0,0,1,0,1,0,1,1
8505,3,2,2,43,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,24,12,0,0,0,0,0,0.083333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8506,3,0,6,84,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,59,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,1,1
8507,4,2,4,77,4,4,0,0,4,0,0,0,0,9,1,0,0,0,0,0,35,35,0,0,1,0,0.923076923,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,1,-1,-1
8508,5,0,4,58,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,0,15,36,0,0,0,0,0.666666667,0,0,1,0,0,0,0.333333333,1,0,0,0,1,0,0,0,1,0,1,1,1,-1
8509,3,0,4,58,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,40,0,0,1,0,0.888888889,0,0,1,0,0,0,0.111111111,0,0,0,0,0,0,0,1,1,0,1,1,1,-1
8510,3,1,3,55,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,13,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,-1,1,1,-1
8511,3,1,2,49,3,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,13,29,0,0,0,0,0.022222222,0.333333333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
8512,5,1,2,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,24,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,1
8513,1,0,7,60,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,15,38,0,0,0,0,0.088495575,0.148148148,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
8514,2,1,2,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,22,0,0,0,0,0.3,0.666666667,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,1,1,0,1,0,0
8515,3,1,3,52,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,23,22,0,0,0,0,0.095744681,0.897435897,0,1,1,0,1,0.117021277,0,0,0,0,0,1,0,0,1,1,-1,-1,-1,1
8516,3,1,3,52,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15,30,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1
8517,3,1,4,63,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,19,37,0,0,0,0,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
8518,4,1,5,70,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,12,51,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1
8519,5,1,4,61,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,10,44,0,0,1,1,1,0.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,-1
8520,3,1,6,221,0,0,0,0,0,0,1,0,0,5,1,1,0,0,0,0,14,47,152,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,1
8521,2,1,3,42,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
8522,3,1,5,69,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,48,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1
8523,2,0,3,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,26,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
8524,2,0,4,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24,23,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,-1
8525,1,0,4,46,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,22,0,0,0,0,0,0.153846154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
8526,1,0,6,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,30,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,-1
8527,4,1,2,130,0,0,0,0,0,8,1,0,0,15,1,0,0,0,0,0,22,11,89,0,1,0,0.127906977,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1
8528,3,1,5,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,44,0,0,0,0,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1
8529,2,1,5,102,8,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,12,83,0,0,0,0,0.14375,0.148148148,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,1,0,1
8530,3,1,1,54,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,20,10,16,0,0,0,0.203703704,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1
8531,4,0,2,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,22,0,0,0,0,0.022222222,0.102564103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
8532,4,1,2,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,25,0,0,0,0,0.173184358,0.257142857,0,0,0,0,0,0.011173184,0,0,0,0,0,0,0,0,1,0,1,1,0,1
8533,1,0,3,61,5,0,0,0,0,0,0,0,0,9,1,1,0,0,1,0,8,46,0,0,0,0,0.192307692,0.37037037,0,1,0,0,0,0.057692308,0,0,0,0,0,1,0,0,1,0,-1,1,0,1
8534,2,1,5,75,1,1,0,0,0,0,0,0,0,22,1,1,0,1,0,0,17,51,0,0,0,1,0.192982456,1,1,1,1,0,0,0.01754386,0,0,0,0,0,1,0,0,1,0,-1,1,-1,1
8535,3,1,6,102,2,1,0,0,0,0,0,0,0,22,1,1,0,0,0,0,26,69,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,-1,-1,1,1,-1
8536,3,1,4,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,32,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,-1
8537,2,0,7,93,1,1,0,0,0,0,0,0,0,13,1,1,0,0,1,0,26,60,0,0,2,0,0,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1
8538,3,1,2,45,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,17,0,0,0,0,0.875,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1
8539,2,1,1,114,6,0,0,0,0,0,3,2,0,37,1,0,0,0,0,0,12,5,89,0,0,0,0.03030303,0.08,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,1,1,1
8540,2,1,4,44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
8541,2,1,3,120,11,0,0,0,2,0,0,0,0,21,1,1,0,0,1,0,25,88,0,0,0,0,0.076923077,0.566666667,0,0,0,0,0,0.034188034,0,0,0,0,1,1,0,0,1,-1,1,1,0,1
8542,1,0,4,66,0,0,0,0,1,0,1,0,0,6,1,1,0,0,0,0,11,37,10,0,0,0,0.151515152,0.114285714,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
8543,4,0,5,53,0,0,0,1,0,0,0,0,0,9,1,0,1,0,1,0,12,34,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1
8544,1,0,1,119,2,1,0,0,6,0,4,3,0,7,1,0,0,0,0,0,18,21,72,0,0,0,0.096296296,0.833333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,-1,1,0,1
8545,5,4,2,74,1,1,0,0,0,0,0,0,0,7,1,1,0,1,1,0,63,4,0,0,0,0,0,0,0,1,0,0,0,0.975,0,0,0,0,0,0,0,0,-1,0,1,1,1,-1
8546,1,0,4,81,6,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,13,61,0,0,0,1,0.189189189,0.470588235,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,-1,0,1
8547,1,0,5,82,10,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,8,67,0,0,0,0,0.079136691,0.557377049,0,1,0,0,0,0.028776978,0,0,0,0,0,1,0,0,1,-1,0,1,0,1
8548,3,1,5,93,4,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,19,67,0,0,0,0,0.01754386,0.04,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,-1,1,1,1,1
8549,3,2,3,41,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8550,2,1,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,0,0,0,0,0.116945107,1,1,1,0,0,0,0.171837709,0,0,0,0,0,1,0,0,1,1,-1,1,-1,1
8551,3,1,5,62,0,0,0,0,1,0,0,0,0,4,1,1,0,0,1,0,15,40,0,0,0,0,0.058139535,0.035294118,0,1,0,1,0,0.090697674,0,0,0,0,0,0,0,0,1,0,1,0,1,1
8552,3,0,4,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,30,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1
8553,2,0,7,74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,48,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,1,1,1
8554,2,1,5,47,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,21,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
8555,3,1,1,142,0,0,0,0,9,0,5,4,0,19,1,0,0,0,0,0,16,26,92,0,0,0,0.013888889,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1
8556,2,0,2,129,3,0,0,0,0,8,2,1,0,15,1,0,0,0,0,0,13,7,101,0,0,0,0.343949045,0.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,-1,1,0,0
8557,2,0,4,70,0,0,0,0,0,1,0,0,0,15,1,1,0,0,0,0,22,41,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,-1
8558,3,0,3,72,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,7,41,16,0,0,1,0,0.066666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
8559,2,1,5,53,2,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,16,30,0,0,0,0,0.042682927,0.723076923,0,1,1,0,0,0.048780488,0,0,0,0,0,1,0,0,1,1,-1,1,0,1
8560,3,1,7,104,2,0,0,0,0,0,0,0,0,21,1,1,0,0,0,0,15,82,0,0,1,0,0.909090909,0.625,0,1,0,0,0,0.090909091,1,0,0,0,0,0,0,0,1,-1,0,1,0,-1
8561,2,1,3,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22,8,0,0,0,0,0,0.2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,-1,0,1
8562,2,0,2,70,0,0,0,0,1,0,1,0,0,6,1,0,0,0,1,0,13,18,31,0,0,0,0.069767442,0.388888889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
8563,5,1,2,133,1,0,0,0,0,0,7,6,0,14,1,0,0,0,0,0,20,11,94,0,0,0,0,0.642857143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,1
8564,2,0,2,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,16,0,0,0,0,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1
8565,2,0,4,56,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,13,36,0,0,0,0,0.095238095,0.225,0,1,1,1,1,0.047619048,0,0,0,0,1,0,0,0,1,0,1,-1,0,1
8566,1,0,5,82,7,0,0,0,0,0,0,0,0,9,1,1,0,0,1,0,21,54,0,0,0,0,0.157894737,1,1,1,1,0,0,0.042105263,0,0,0,0,0,1,0,0,1,-1,-1,1,-1,1
8567,1,0,3,77,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,51,0,0,0,0,0.155844156,0.1875,0,1,1,0,0,0.12987013,0,0,0,0,1,0,0,0,1,-1,1,1,0,1
8568,2,1,2,65,5,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,31,27,0,0,0,0,0.166666667,0.592592593,0,1,1,0,1,0.083333333,0,0,0,0,0,1,0,0,1,0,-1,-1,0,1
8569,2,1,2,53,0,0,0,0,0,0,1,0,0,5,1,1,0,0,1,0,16,4,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
8570,1,0,3,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,11,0,0,0,0,0.371428571,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1,1,-1,0
8571,2,0,5,59,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
8572,2,1,3,59,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,38,0,0,0,0,0.166666667,0.065217391,0,1,1,0,0,0.095238095,0,0,0,0,0,0,0,0,1,0,1,1,1,1
8573,2,1,4,120,5,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,29,84,0,0,0,0,0.037037037,0.142857143,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,1,-1,1,1,1,1
8574,5,0,3,134,3,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,14,56,56,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,-1,1,0,1,1
8575,1,0,2,32,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,9,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1
8576,2,0,2,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,14,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1
8577,4,1,2,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,12,0,0,0,0,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1
8578,1,0,5,73,6,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,18,48,0,0,0,0,0.123287671,0.328947368,0,1,0,0,0,0.054794521,0,0,0,0,0,1,0,0,1,0,1,1,0,1
8579,1,0,2,65,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,8,50,0,0,0,0,0.106060606,0.392857143,1,1,1,0,0,0.113636364,0,0,0,0,1,0,0,0,1,0,-1,1,0,1
8580,1,0,2,77,4,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,13,45,11,0,0,0,0.170731707,0.142857143,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,0,1
8581,3,0,6,69,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,13,49,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1
8582,1,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,1,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1
8583,2,0,5,96,1,0,0,0,1,0,1,0,0,17,1,1,0,0,0,0,21,49,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,1,1,1
8584,2,1,3,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,18,0,0,0,0,0.050314465,0.207317073,0,1,0,0,0,0.06918239,0,0,0,0,0,1,0,0,1,1,1,1,0,1
8585,2,0,2,70,0,0,0,0,0,0,2,1,0,5,1,0,0,0,0,0,14,24,24,0,0,0,0.08,0.153846154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
8586,3,0,1,71,0,0,0,0,1,0,3,2,0,7,1,0,0,0,0,0,16,10,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
8587,2,1,3,32,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,11,14,0,0,0,0,0.032051282,0.204081633,0,1,1,0,1,0.025641026,0,0,0,0,1,1,0,0,1,1,0,-1,0,1
8588,4,2,4,73,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,33,33,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,-1
8589,4,1,3,56,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,12,37,0,0,0,0,0.044642857,0.090909091,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
8590,1,0,3,29,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,7,15,0,0,1,1,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1
8591,2,0,3,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,26,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,-1,0,-1,-1
8592,2,1,2,42,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,22,13,0,0,0,0,0.058823529,0.333333333,0,1,0,1,0,0.264705882,0,0,0,0,1,1,0,0,1,1,0,0,0,0
8593,3,0,4,44,0,0,0,1,0,0,0,0,0,9,1,0,1,0,0,0,12,25,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1
8594,2,1,1,157,0,0,0,0,0,0,14,13,0,3,1,1,0,0,0,0,15,12,122,0,0,0,0.018018018,0.583333333,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,-1,0,1
8595,2,1,2,43,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,17,0,0,0,0,0.187969925,0.588235294,0,1,0,0,0,0.007518797,0,0,0,0,0,1,0,0,1,1,-1,1,0,1
8596,3,1,5,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
8597,2,0,2,39,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,8,24,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1
8598,3,1,4,74,0,0,0,0,2,0,0,0,0,8,1,1,0,0,1,0,13,54,0,0,0,0,0.077586207,0.311111111,0,0,0,0,0,0.004310345,0,0,0,0,1,0,0,0,1,0,1,1,0,1
8599,3,1,3,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,29,0,0,0,0,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1
8600,2,0,4,51,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11,33,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1
8601,2,0,3,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,29,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1
8602,3,1,3,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,26,0,0,0,0,0.025641026,0.096774194,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,1
8603,2,1,4,73,0,0,0,0,0,0,0,0,0,21,1,1,0,0,0,0,18,48,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1
8604,3,1,5,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,48,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1
8605,2,0,1,39,0,0,0,0,0,0,1,0,0,10,1,1,0,0,0,0,8,10,13,0,0,0,0.05,0.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1
8606,3,1,5,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
8607,2,1,4,58,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
8608,3,1,5,59,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,40,0,0,0,0,0.923076923,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1
8609,4,1,3,60,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,34,19,0,0,0,0,0.472140763,0.627329193,0,1,0,0,0,0.002932551,0,0,0,0,0,1,0,0,1,0,-1,1,0,0
8610,2,0,5,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,52,0,0,1,0,0.083333333,0.333333333,1,1,1,0,0,0.916666667,0,0,0,0,0,1,0,0,1,0,1,1,0,-1
8611,5,4,5,129,1,0,0,0,0,0,0,0,0,21,1,1,0,1,1,0,41,81,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,-1,1
8612,3,1,4,51,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,21,23,0,0,0,0,0.025316456,0.846153846,0,0,0,0,0,0.063291139,0,0,0,0,1,1,0,0,1,1,-1,1,-1,1
8613,2,0,2,40,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,17,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1
8614,4,0,3,61,0,0,0,0,1,0,1,1,0,9,1,0,1,0,0,0,12,22,19,0,0,0,0.375,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
8615,3,1,3,48,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,21,0,0,0,0,0.8,1,1,1,0,0,0,0.12,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1
8616,4,0,2,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,17,0,0,0,0,0.888888889,1,1,1,0,0,0,0.111111111,1,0,0,0,0,1,0,0,1,1,-1,1,-1,-1
8617,1,0,4,77,6,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,17,53,0,0,0,0,0.020833333,0.190476191,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1
8618,15,0,5,251,0,0,0,0,0,0,6,12,1,74,1,0,0,0,1,0,21,23,174,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,-1,1,-1,-1
8619,2,0,3,106,8,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,11,88,0,0,0,1,0.053061225,0.833333333,0,1,0,0,0,0.530612245,0,0,0,0,1,0,0,0,1,-1,-1,1,0,0
8620,1,0,5,97,2,0,0,0,0,0,1,0,0,6,1,1,0,0,0,0,21,46,22,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1
8621,3,1,4,120,1,0,0,0,0,0,0,0,0,38,1,1,0,0,0,0,16,97,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1
8622,3,1,1,77,0,0,0,0,0,0,5,4,0,14,1,1,0,0,0,0,19,10,40,0,0,0,0.032258065,0.142857143,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,1,1,1
8623,3,1,4,58,0,0,0,0,0,0,1,0,0,8,1,1,0,0,0,0,17,24,9,0,0,0,0.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
8624,3,1,3,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25,21,0,0,0,0,0,0.071428571,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,-1
8625,2,0,2,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,13,0,0,0,0,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1
8626,4,1,3,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
8627,3,1,5,66,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,39,0,0,0,1,0.866666667,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1
